"km100","km10","coord_system","taxon","tvk"
"SJ","07 08 10 11 12 17 18 20 21 22 23 27 28 29 30 31 32 33 34 35 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Jassargus flori","NBNSYS0000010518"
"SK","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 64 69 77 79 87 88 89 97","OSGB","Jassargus flori","NBNSYS0000010518"
"SO","19 25 27 28 29 36 37 38 39 46 47 48 49 56 57 58 59 66 67 68 69 73 74 75 76 77 78 79 80 81 84 85 86 87 88 89 90 91 92 93 95 96 97 98 99","OSGB","Jassargus flori","NBNSYS0000010518"
"SP","00 01 02 03 06 07 08 09 10 11 12 13 17 18 19 20 21 22 25 26 27 28 29 30 31 32 33 37 38 39 40 41 42 43 48 49 50 51 52 59 60 61 62 63 70 71 72 73 76 80 81 82 83 84 90 91 92 93","OSGB","Jassargus flori","NBNSYS0000010518"
"SS","43 44 53 84 87 94","OSGB","Jassargus flori","NBNSYS0000010518"
"ST","03 04 13 14 26 67 68 77 78 79 87 88 89 96 97 98 99","OSGB","Jassargus flori","NBNSYS0000010518"
"NS","01 02 03 04 05 06 07 08 14 15 16 17 21 24 25 27 28 29 32 33 34 35 36 37 38 39 43 44 45 46 47 48 55 56 57 58 59 65 66 67 68 69 74 75 76 77 79 85 88 97 98 99","OSGB","Jassargus flori","NBNSYS0000010518"
"NT","03 04 06 07 08 09 13 14 15 16 17 18 23 24 25 26 27 28 29 32 33 34 35 36 37 39 40 43 44 45 46 47 48 49 53 54 55 56 57 58 60 61 64 65 66 67 70 71 72 73 74 75 76 77 81 82 85 86 87","OSGB","Jassargus flori","NBNSYS0000010518"
"NY","06 07 09 17 18 27 28 38 59","OSGB","Jassargus flori","NBNSYS0000010518"
"NZ","40 50 51 60 61 70","OSGB","Jassargus flori","NBNSYS0000010518"
"SD","17 20 21 26 27 30 31 32 33 34 37 38 40 41 42 43 44 45 46 47 48 50 51 52 53 54 55 57 60 62 63 64 65 67 70 71 72 73 74 75 76 77 80 81 82 83 84 85 86 87 90 91 92 93 94 95 96 97 98","OSGB","Jassargus flori","NBNSYS0000010518"
"SE","00 01 02 03 04 05 06 10 11 12 13 14 17 19 20 21 22 23 24 26 27 28 30 31 32 33 34 35 36 37 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 68 69 70 71 72 73 74 75 77 80 81 83 84 90 91 92","OSGB","Jassargus flori","NBNSYS0000010518"
"TG","40 50","OSGB","Jassargus flori","NBNSYS0000010518"
"TL","00 01 02 03 06 07 10 11 12 13 16 17 18 20 21 22 25 26 27 28 30 31 32 36 37 38 40 41 42 50 51 67 69 77 78 79 87 88 89 98 99","OSGB","Jassargus flori","NBNSYS0000010518"
"TM","07 21 23 24 34 35 45 46 47 57 58 59","OSGB","Jassargus flori","NBNSYS0000010518"
"TQ","01 03 04 05 06 07 08 09 11 14 15 16 17 18 19 21 23 25 26 27 28 29 31 32 33 35 36 38 39 40 41 42 43 44 45 46 47 49 50 51 52 53 54 55 56 57 60 61 62 63 64 65 66 67 68 70 71 72 73 74 75 76 80 81 82 83 84 85 86 92 93 94 95 96","OSGB","Jassargus flori","NBNSYS0000010518"
"TR","03 04 05 06 13 14 15 16 24 25 26 35","OSGB","Jassargus flori","NBNSYS0000010518"
"NL","57 79","OSGB","Jassargus flori","NBNSYS0000010518"
"NM","16 19 24 29 37 38 59 70 71 80 81 82 83 89 90 91 93 99","OSGB","Jassargus flori","NBNSYS0000010518"
"SU","06 07 08 09 10 11 16 17 18 19 20 21 27 28 29 30 31 32 36 37 38 39 40 41 42 46 47 48 49 50 51 56 57 58 59 60 61 66 67 68 69 72 73 75 76 77 78 79 80 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Jassargus flori","NBNSYS0000010518"
"SV","91","OSGB","Jassargus flori","NBNSYS0000010518"
"SW","32 33 42 43 61 62 71 72 75 82 93","OSGB","Jassargus flori","NBNSYS0000010518"
"SZ","28 29 39 47 48 49 57 58 59 68 69 79 89 99","OSGB","Jassargus flori","NBNSYS0000010518"
"TA","00 01 02 03 04 10","OSGB","Jassargus flori","NBNSYS0000010518"
"TF","07 09 19 28 60 61 62 70 71 72 73 80 81 82 83","OSGB","Jassargus flori","NBNSYS0000010518"
"NF","81 82 83 95","OSGB","Jassargus flori","NBNSYS0000010518"
"NG","13 15 23 31 40 63 64 73 80 91 95","OSGB","Jassargus flori","NBNSYS0000010518"
"NH","00 01 02 03 11 12 13 14 15 16 22 23 24 26 30 31 32 33 34 35 40 41 42 43 44 45 50 52 53 54 55 56 62 63 64 65 67 70 72 73 74 75 76 78 80 81 82 83 84 85 90 91 92 93 94 95","OSGB","Jassargus flori","NBNSYS0000010518"
"NJ","00 01 02 03 04 05 06 10 11 12 13 14 15 16 20 21 22 23 24 25 26 27 30 32 33 34 35 36 40 41 42 43 44 45 46 54 90 92","OSGB","Jassargus flori","NBNSYS0000010518"
"NK","02 03 14 15","OSGB","Jassargus flori","NBNSYS0000010518"
"NR","26 34 36 39 44 46 60 61 63 64 70 71 72 73 74 75 76 77 78 79 82 83 84 85 86 87 88 89 92 93 94 95 96 97 98 99","OSGB","Jassargus flori","NBNSYS0000010518"
"NN","00 02 09 11 33 34 39 42 43 44 47 49 50 53 54 59 60 61 63 64 65 67 68 69 70 72 73 74 75 76 79 81 82 83 84 85 86 89 93 94 95 96 97 99","OSGB","Jassargus flori","NBNSYS0000010518"
"NO","02 03 04 05 06 07 08 09 11 12 13 14 15 16 17 18 19 23 24 25 26 27 28 34 35 36 37 39 43 44 45 49 53 55 57 61 63 64 65 66 74 75 76 79 86 87 88 99","OSGB","Jassargus flori","NBNSYS0000010518"
"NN","00 01 02 03 04 05 06 10 11 12 20 22 30 31 40 41 50 51 52 53 60 62 63 64 71 72 73 74 80 82 83 90","OSGB","Jassargus sursumflexus","NBNSYS0000010519"
"NM","43 60 66 70 71 74 80 81 82 83 84 90 91 92 93 94 95","OSGB","Jassargus sursumflexus","NBNSYS0000010519"
"SW","32 33 42 43 61 62 71 72 75 82 93","OSGB","Jassargus sursumflexus","NBNSYS0000010519"
"TA","04 09 14","OSGB","Jassargus sursumflexus","NBNSYS0000010519"
"NZ","31 32 33 40 41 42 43 44 50 51 52 60 61 62 70 71 80 81 90","OSGB","Jassargus sursumflexus","NBNSYS0000010519"
"SD","09 16 17 18 19 26 27 28 29 37 38 39 40 41 45 46 47 48 49 50 54 55 56 57 58 59 60 66 67 68 69 70 80 90","OSGB","Jassargus sursumflexus","NBNSYS0000010519"
"SE","45 47 48 49 52 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 83 88 89 98 99","OSGB","Jassargus sursumflexus","NBNSYS0000010519"
"SH","29 34 44 50 51 52 54 55 56 60 61 62 63 64 65 66 70 71 72 73 74 75 76 80 81 82 83 84 85 86 90 91 92 93 94 95 96","OSGB","Jassargus sursumflexus","NBNSYS0000010519"
"SJ","00 01 02 03 04 05 06 10 11 12 13 14 15 16 17 23 24 25 26 27 28 30 32 33 34 35 36 37 42 43 44 45 46 47 48 53 54 55 56 57 58 59 62 63 64 65 66 67 68 69 72 73 74 75 76 77 78 79 80 81 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98","OSGB","Jassargus sursumflexus","NBNSYS0000010519"
"SK","00 01 02 03 04 05 06 07 08 11 12 14 21 24 34 35 36 37 38 39 44 45 46 47 48 49","OSGB","Jassargus sursumflexus","NBNSYS0000010519"
"SM","92 93","OSGB","Jassargus sursumflexus","NBNSYS0000010519"
"SN","02 11 12 13 14 15 20 21 22 23 24 25 30 31 32 33 34 35 36 40 41 42 43 44 45 46 50 51 52 53 54 55 56 57 58 59 61 62 63 64 65 66 67 68 69 72 73 74 75 76 77 78 79 82 84 85 86 87 88 89 92 94 95 96 97 98 99","OSGB","Jassargus sursumflexus","NBNSYS0000010519"
"SO","02 03 04 05 06 07 08 09 11 12 13 14 15 16 17 18 22 24 25 26 27 28 39 99","OSGB","Jassargus sursumflexus","NBNSYS0000010519"
"NR","34 35 38 44 45 47 56 57 58 63 64 65 67 68 69 73 74 75 76 79 83 84 85 86 88 89 93 94 95 96 97 98 99","OSGB","Jassargus sursumflexus","NBNSYS0000010519"
"NS","03 04 05 06 07 08 09 16 17 18 19 25 29 30 39 40 41 42 49 50 51 52 54 58 59 61 62 70 71","OSGB","Jassargus sursumflexus","NBNSYS0000010519"
"NX","18 19 27 28 29 35 36 37 38 39 46 47 48 49 56 57 58 59 65 66 67 68 69 74 75 76 77 78 79 86 87 88 89 96 98 99","OSGB","Jassargus sursumflexus","NBNSYS0000010519"
"NY","00 08 17 30 52 60 61 71","OSGB","Jassargus sursumflexus","NBNSYS0000010519"
"SP","09 18 19","OSGB","Jassargus sursumflexus","NBNSYS0000010519"
"SS","39 49 58 59 68 69 78 79 87 88","OSGB","Jassargus sursumflexus","NBNSYS0000010519"
"SV","91","OSGB","Jassargus sursumflexus","NBNSYS0000010519"
"TQ","15","OSGB","Euscelis venosus","NBNSYS0000010554"
"SU","79","OSGB","Euscelis venosus","NBNSYS0000010554"
"SO","94","OSGB","Euscelis venosus","NBNSYS0000010554"
"HW","83","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"HU","28 38 45","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"ND","01 03 04 05 06 07 14 16 17 19 23 24 27 28 29 33 39 47 48 49","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"NF","81 82 83 95","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"NG","13 14 15 19 23 29 30 31 32 34 37 40 41 42 43 44 45 46 47 50 52 53 61 62 63 64 66 70 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 89 90 94 95 96 97 98 99","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"NH","00 02 03 04 05 06 07 08 09 10 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 51 52 53 54 55 56 57 58 59 62 63 64 65 66 67 68 69 70 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 96","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"NJ","00 01 02 03 04 10 11 12 13 20 21 22 30 31","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"NL","57 79","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"NM","16 19 21 23 24 29 37 38 39 40 41 49 51 59 60 61 62 70 71 72 80 81 82 88 89 90 91 96 98","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"NN","00 01 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 37 38 39 40 41 42 43 46 48 51 52 53 54 58 59 60 61 62 63 64 66 67 68 69 70 71 72 73 74 75 79 81 82 86 89 91 94 95 96 99","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"NO","00 02 03 04 06 08 09 11 12 13 14 15 17 18 19 20 21 23 24 25 27 28 29 30 31 34 35 38 40 41 45 47 49 50 51 58","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"NR","15 16 24 25 26 27 34 35 36 37 38 39 44 45 46 47 48 51 56 57 58 59 63 64 65 67 68 69 73 74 75 76 77 78 79 84 85 86 87 88 89 94 95 96 97 98 99","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"HY","10 20 30 31 32 40 42 43 52 54","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"NB","03 12 13 23 24 25 30 31 32 33 34 41 42 43 44 45 53 55 56 90 91","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"NC","00 01 02 03 10 11 12 13 14 15 16 20 21 22 23 24 25 26 27 30 31 32 33 34 35 36 37 40 41 42 43 44 45 46 50 51 52 53 54 55 56 60 61 63 64 65 66 70 71 73 74 75 76 80 81 82 83 84 85 86 90 91 92 93 94 95 96","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"SV","80 81 90 91","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"SW","32 33 42 43 44 52 53 54 61 62 63 64 65 71 72 73 74 75 76 81 82 83 84 85 86 87 93 94 95 96 97 98","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"SX","03 04 05 06 07 08 09 14 15 18 19 25 26 35 36 37 38 44 45 46 47 48 54 55 56 57 58 59 63 64 65 66 67 68 69 73 74 75 76 77 78 79 83 84 85 86 87 88 89 95 96 97 99","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"SY","08 09 18 19 29 39 49 58 59 66 67 68 69 77 78 79 87 88 89 97 98 99","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"SZ","07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89 99","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"TA","01 03 04 05 06 07 08 09 14 16 17 18 24 26 27","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"TF","00 01 02 04 09 10 11 14 18 22 41 60 61 62 70 71 72 73 80 81 82 83 90 91 92 93 94","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"TG","00 01 02 03 04 10 11 12 13 20 21 22 23 30 31 32 40 41 50","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"TL","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 50 51 52 53 54 55 56 57 58 59 60 62 63 64 65 66 67 68 69 70 73 74 75 77 78 79 87 88 89 95 98 99","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"TM","04 07 08 09 16 17 19 23 24 25 27 28 29 33 34 35 36 37 38 39 44 45 46 47 48 49 57 58 59","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"TQ","00 01 03 04 05 06 07 08 09 10 11 14 15 16 17 18 19 20 21 23 24 25 26 27 28 29 30 31 32 35 36 37 38 39 40 41 42 43 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 81 82 83 84 92 93","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"TR","03","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"NT","06 07 08 09 17 18 19 26 27 28 29 36 37 39 46 47 48 53 56 57 58 63 67 73 74 76 77 83 84 85 87 94 95 96","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"NU","05 20 21 22","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"NX","84 90 92 93 95 96","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"NY","01 02 04 05 06 10 11 12 15 16 20 21 22 23 25 26 30 31 32 36 40 41 42 50 70 72 86 90 91 96 97","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"NZ","00 01 02 03 04 05 06 07 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 46 50 51 52 53 60 61 62 70 71 72 80 81 90 91","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"SD","16 17 19 20 21 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"SE","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 83 84 85 86 87 88 89 90 91 93 94 95 96 97 98 99","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"SH","13 23 24 27 28 32 33 34 36 37 38 39 43 44 45 46 47 48 49 53 54 55 56 57 58 62 63 64 65 66 67 68 71 72 73 74 75 76 77 78 82 83 84 85 86 87 88 95 96 97 98","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"SJ","04 05 07 08 10 16 17 18 20 21 22 26 27 28 29 31 32 33 34 35 36 37 38 39 40 41 43 44 45 46 47 48 49 50 51 54 55 56 57 58 59 60 64 65 66 67 68 69 74 75 76 77 78 79 84 85 86 87 88 89 90 94 95 96 97 98 99","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"SK","00 04 05 06 07 08 09 10 14 15 16 17 18 19 20 21 22 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 72 73 74 75 76 77 79 80 82 83 84 85 86 87 88 89 90 91 92 93 94","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"SO","10 11 12 19 20 21 29 30 32 37 38 39 40 46 47 50 51 56 57 60 61 62 66 67 70 71 73 74 75 76 77 78 79 84 85 86 87 88 89 90 91 93 94 95 96 97 98 99","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"SP","01 02 03 05 06 07 08 09 12 13 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 47 48 49 50 51 52 53 54 55 58 59 60 61 62 63 64 65 69 70 71 72 73 74 75 76 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"NS","05 06 07 08 09 16 17 18 19 24 25 26 27 28 29 32 33 34 35 36 37 38 43 44 45 46 47 48 49 55 56 57 58 59 65 66 67 68 69 74 75 76 77 78 79 83 84 85 86 87 88 89 96 97 98 99","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"ST","00 01 02 03 04 06 07 08 09 10 11 12 13 14 16 18 20 21 22 23 24 25 26 27 28 29 30 31 32 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 78 80 81 82 83 84 85 86 88 90 91 92 93 94 95 96 97","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"SU","00 01 02 04 05 06 07 08 10 11 14 15 16 18 20 21 22 23 24 25 26 27 29 30 31 32 33 35 36 37 39 40 41 42 43 44 45 46 47 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"SS","10 11 14 20 32 40 41 43 44 50 51 52 53 60 61 62 63 64 71 72 73 74 75 81 82 83 84 87 88 90 91 92 93 94 97","OSGB","Thamnotettix confinis","NBNSYS0000010569"
"NH","06 07 15 19 28 29 38","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"NO","20 21 30","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"NT","06 07 08 17 18 19 26 27 28 29 37 39 47","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"NZ","41 42 43 44 52 53 62 71 72 80 81 90 91","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"SD","17 26 27 37 38 45 46 47 48 57","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"NS","75 76 89 96 97 98 99","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"SJ","50 60 80","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"SK","17 20 25 26 27 28 29 35 37 38 39 40 45 46 47 48 49 50 54 55 56 57 58 59 65 66 67 69 76 77 89 90 91 92 93 94 98","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"SN","40 50 70 80","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"SE","20 30 40 50 60","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"NC","10 11","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"NG","45 46 47 74 85 97","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"TR","01 02 03 04 05 06 07 09 12 13 14 15 16 23 24 25 26 33 34 35 36","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"SP","02 06 07 08 09 10 12 13 17 18 19 20 21 22 23 25 26 27 28 29 30 31 32 33 34 35 37 38 39 40 41 42 43 44 48 49 50 51 52 55 60 61 62 63 64 70 71 72 73 76 80 81 82 83 84 85 90 91 92 93 95 99","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"SS","10 11 14 20 21 22 31 32 40 41 44 48 49 52 54 58 59 61 64 68 69 70 74 77 78 79 80 81 82 83 84 87 88 89 90 91 92 93 94 96 98 99","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"ST","00 01 02 03 04 06 08 09 10 11 12 13 14 16 17 19 20 21 22 23 24 25 26 27 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 69 70 71 72 73 74 76 80 81 82 83 90 91 92 93 94 98","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"SU","00 01 02 03 04 05 08 09 10 11 12 18 19 20 21 22 23 24 25 26 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"SW","84 97","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"SX","05 08 09 15 19 25 35 44 45 46 47 54 55 56 64 65 73 74 75 76 77 78 79 83 84 85 86 87 88 89 95 96 97 98 99","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"SY","08 09 18 19 28 29 39 48 49 58 59 66 67 68 69 77 78 79 87 88 89 97 98 99","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"SZ","07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89 99","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"TA","00 01 08 09 20 42","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"TF","00 01 02 04 08 09 10 16 17 18 19 25 26 27 28 29 35 36 38 60 61 62 70 71 72 73 80 81 82 83 90 91 92 93 94","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"TG","00 01 02 03 04 10 11 12 13 20 21 22 23 30 31 32 33 40 41 42 50 51","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"TL","00 01 02 03 06 07 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 30 31 32 34 36 37 38 40 41 42 44 45 46 50 51 52 53 55 56 57 60 61 62 63 64 65 66 67 69 70 71 72 73 74 75 77 78 79 80 81 82 84 85 87 88 89 90 91 92 93 94 95 98 99","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"SO","00 10 20 21 30 32 40 46 47 50 51 56 57 60 61 62 66 67 70 71 73 74 75 76 77 78 79 84 85 86 87 88 89 95 96 97 98 99","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"TQ","00 01 02 03 04 05 06 07 08 09 10 11 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"TM","00 01 02 03 04 05 07 08 09 11 12 13 14 16 17 19 21 22 23 24 25 27 28 29 33 34 35 36 37 38 39 44 45 46 47 48 49 57 58 59","OSGB","Thamnotettix dilutior","NBNSYS0000010570"
"SV","81 91","OSGB","Cicadula frontalis","NBNSYS0000010577"
"SW","32 42 43 53 54 61 62 64 71 72 75 76 83 86 94","OSGB","Cicadula frontalis","NBNSYS0000010577"
"SU","00 01 03 05 09 10 11 12 13 14 15 16 19 20 21 22 23 24 26 27 28 29 30 31 32 33 34 36 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 65 66 67 68 69 70 73 75 76 77 78 79 80 82 83 84 85 86 87 88 89 93 94 95 96 97 98 99","OSGB","Cicadula frontalis","NBNSYS0000010577"
"SZ","07 08 09 19 29 38 39 48 49 57 58 59 68 69 79 89","OSGB","Cicadula frontalis","NBNSYS0000010577"
"TA","08 09 17 21 30 31 40 41","OSGB","Cicadula frontalis","NBNSYS0000010577"
"SX","97 98 99","OSGB","Cicadula frontalis","NBNSYS0000010577"
"SY","08 09 18 19 28 29 39 49 58 59 67 68 69 78 79 88 89 97 98 99","OSGB","Cicadula frontalis","NBNSYS0000010577"
"SP","00 01 02 03 04 07 08 09 10 11 12 13 14 15 17 18 19 20 21 22 23 25 26 27 28 29 30 31 32 33 34 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 57 58 59 60 61 62 63 64 65 70 71 72 73 74 76 80 81 82 83 84 85 86 87 88 90 91 92 93 94 95 96 97","OSGB","Cicadula frontalis","NBNSYS0000010577"
"SR","89 99","OSGB","Cicadula frontalis","NBNSYS0000010577"
"SS","19 48 49 58 59 68 69 78 79 87 88 90","OSGB","Cicadula frontalis","NBNSYS0000010577"
"ST","01 02 03 04 07 09 11 12 13 14 18 19 20 21 22 23 24 28 29 30 31 32 33 34 38 39 40 41 42 43 44 49 50 51 52 53 54 60 61 62 63 64 70 71 72 73 74 80 81 82 90 91 92 93 94 95 98 99","OSGB","Cicadula frontalis","NBNSYS0000010577"
"NT","17 26 27 36 37 39 43 46 47 57 73 77","OSGB","Cicadula frontalis","NBNSYS0000010577"
"NZ","50 60 70 71 80 90","OSGB","Cicadula frontalis","NBNSYS0000010577"
"SD","17 20 21 26 27 31 32 33 34 35 36 37 38 45 46 47 48 51 57 61 62 63 71 72 73 81 83 91 92 93 94","OSGB","Cicadula frontalis","NBNSYS0000010577"
"SE","00 01 02 03 04 10 11 12 13 14 15 20 21 23 24 25 26 27 30 31 34 40 41 48 49 51 57 58 59 60 61 67 68 69 76 78 79 88 89 98 99","OSGB","Cicadula frontalis","NBNSYS0000010577"
"SH","98","OSGB","Cicadula frontalis","NBNSYS0000010577"
"SJ","18 29 80 90 91","OSGB","Cicadula frontalis","NBNSYS0000010577"
"SK","00 03 04 08 09 10 11 13 14 19 20 21 22 23 24 28 29 31 32 33 34 35 36 38 39 40 41 42 43 44 45 46 48 50 51 52 53 54 55 56 57 58 59 63 64 68 69 77","OSGB","Cicadula frontalis","NBNSYS0000010577"
"TF","20 21 30 31 32 40 41 48 49 50 51 55 56 57 58 82 90 91 92 93","OSGB","Cicadula frontalis","NBNSYS0000010577"
"TG","00 01 02 03 04 10 11 12 13 14 20 21 22 23 30 31 32 33 40 41 42 50 51","OSGB","Cicadula frontalis","NBNSYS0000010577"
